geometry,locationdesc,locationdesc,age,geographiclevel,locationdesc,locationdesc,blv_rate,blv_standardized
POINT (-72.51764079099 43.625381239),Vermont,Vermont,65-84 years,State,Vermont,Vermont,2.81,0.5531496062992126
POINT (-102.625989 46.032949),Adams County,Adams County,All ages,County,Adams County,Adams County,3.74,0.5518672199170125
POINT (-84.77497104799 37.645970271),Kentucky,Kentucky,All ages,State,Kentucky,Kentucky,3.74,0.5518672199170125
POINT (-123.036931 47.287955),Mason County,Mason County,All ages,County,Mason County,Mason County,3.74,0.5518672199170125
POINT (-98.184054 26.232452),Hidalgo County,Hidalgo County,All ages,County,Hidalgo County,Hidalgo County,3.74,0.5518672199170125
POINT (-84.614645 37.092819),Pulaski County,Pulaski County,All ages,County,Pulaski County,Pulaski County,3.74,0.5518672199170125
POINT (-84.590381 36.098632),Morgan County,Morgan County,All ages,County,Morgan County,Morgan County,3.74,0.5518672199170125
POINT (-99.354911 37.914412),Edwards County,Edwards County,All ages,County,Edwards County,Edwards County,3.74,0.5518672199170125
POINT (-92.738028 30.240194),Jefferson Davis Parish,Jefferson Davis Parish,All ages,County,Jefferson Davis Parish,Jefferson Davis Parish,3.74,0.5518672199170125
POINT (-86.06262 35.80032),Cannon County,Cannon County,All ages,County,Cannon County,Cannon County,3.73,0.5477178423236514
POINT (-93.987504 33.400831),Miller County,Miller County,All ages,County,Miller County,Miller County,3.73,0.5477178423236514
POINT (-111.000283 48.563509),Liberty County,Liberty County,All ages,County,Liberty County,Liberty County,3.73,0.5477178423236514
POINT (-99.808917 32.711236),Jones County,Jones County,All ages,County,Jones County,Jones County,3.73,0.5477178423236514
POINT (-94.180373 31.823558),Shelby County,Shelby County,All ages,County,Shelby County,Shelby County,3.73,0.5477178423236514
POINT (-82.119946 26.954793),Charlotte County,Charlotte County,All ages,County,Charlotte County,Charlotte County,3.73,0.5477178423236514
POINT (-90.693879 30.788338),St. Helena Parish,St. Helena Parish,All ages,County,St. Helena Parish,St. Helena Parish,3.72,0.5435684647302904
POINT (-89.16512 31.668673),Jones County,Jones County,All ages,County,Jones County,Jones County,3.72,0.5435684647302904
POINT (-105.206532 38.426058),Fremont County,Fremont County,All ages,County,Fremont County,Fremont County,3.72,0.5435684647302904
POINT (-81.517017 35.292496),Cleveland County,Cleveland County,All ages,County,Cleveland County,Cleveland County,3.72,0.5435684647302904
POINT (-95.358454 42.027366),Crawford County,Crawford County,All ages,County,Crawford County,Crawford County,3.72,0.5435684647302904
POINT (-93.438433 36.717605),Stone County,Stone County,All ages,County,Stone County,Stone County,3.72,0.5435684647302904
POINT (-92.041179 34.233473),Jefferson County,Jefferson County,All ages,County,Jefferson County,Jefferson County,3.72,0.5435684647302904
POINT (-120.726192 45.522409),Sherman County,Sherman County,All ages,County,Sherman County,Sherman County,3.72,0.5435684647302904
POINT (-97.01043 30.747373),Milam County,Milam County,All ages,County,Milam County,Milam County,3.72,0.5435684647302904
POINT (-83.443808 39.549717),Fayette County,Fayette County,All ages,County,Fayette County,Fayette County,3.72,0.5435684647302904
POINT (-90.492254 37.835573),St. Francois County,St. Francois County,All ages,County,St. Francois County,St. Francois County,3.72,0.5435684647302904
POINT (-105.527589 42.79411),Converse County,Converse County,All ages,County,Converse County,Converse County,3.72,0.5435684647302904
POINT (-95.704605 33.37458),Delta County,Delta County,All ages,County,Delta County,Delta County,3.72,0.5435684647302904
POINT (-119.612758 45.730088),Morrow County,Morrow County,All ages,County,Morrow County,Morrow County,3.71,0.5394190871369293
POINT (-90.817613 31.180019),Amite County,Amite County,All ages,County,Amite County,Amite County,3.71,0.5394190871369293
POINT (-86.124954 35.454014),Coffee County,Coffee County,All ages,County,Coffee County,Coffee County,3.71,0.5394190871369293
POINT (-80.799081 33.471516),Orangeburg County,Orangeburg County,All ages,County,Orangeburg County,Orangeburg County,3.71,0.5394190871369293
POINT (-101.349386 38.494297),Wichita County,Wichita County,All ages,County,Wichita County,Wichita County,3.71,0.5394190871369293
POINT (-77.936972 41.822324),Potter County,Potter County,All ages,County,Potter County,Potter County,3.71,0.5394190871369293
POINT (-99.056867 35.313031),Washita County,Washita County,All ages,County,Washita County,Washita County,3.71,0.5394190871369293
POINT (-104.645147 38.263685),Pueblo County,Pueblo County,All ages,County,Pueblo County,Pueblo County,3.71,0.5394190871369293
POINT (-78.320815 36.691889),Mecklenburg County,Mecklenburg County,All ages,County,Mecklenburg County,Mecklenburg County,3.71,0.5394190871369293
POINT (-78.936138 35.056493),Cumberland County,Cumberland County,All ages,County,Cumberland County,Cumberland County,3.7,0.5352697095435685
POINT (-95.260544 37.258236),Labette County,Labette County,All ages,County,Labette County,Labette County,3.7,0.5352697095435685
POINT (-82.779371 43.364275),Sanilac County,Sanilac County,All ages,County,Sanilac County,Sanilac County,3.7,0.5352697095435685
POINT (-85.176771 34.010878),Polk County,Polk County,All ages,County,Polk County,Polk County,3.7,0.5352697095435685
POINT (-88.97886 37.04421),Ballard County,Ballard County,All ages,County,Ballard County,Ballard County,3.69,0.5311203319502074
POINT (-80.342686 36.944158),Floyd County,Floyd County,All ages,County,Floyd County,Floyd County,3.69,0.5311203319502074
POINT (-89.405662 30.379392),Hancock County,Hancock County,All ages,County,Hancock County,Hancock County,3.69,0.5311203319502074
POINT (-106.082645 38.676497),Chaffee County,Chaffee County,All ages,County,Chaffee County,Chaffee County,3.69,0.5311203319502074
POINT (-95.741217 37.512574),Wilson County,Wilson County,All ages,County,Wilson County,Wilson County,3.68,0.5269709543568465
POINT (-82.293659 33.883028),McCormick County,McCormick County,All ages,County,McCormick County,McCormick County,3.68,0.5269709543568465
POINT (-82.026131 34.504773),Laurens County,Laurens County,All ages,County,Laurens County,Laurens County,3.68,0.5269709543568465
POINT (-88.557747 38.092156),Hamilton County,Hamilton County,All ages,County,Hamilton County,Hamilton County,3.68,0.5269709543568465
POINT (-92.139146 33.914989),Cleveland County,Cleveland County,All ages,County,Cleveland County,Cleveland County,3.68,0.5269709543568465
POINT (-87.440231 39.763164),Vermillion County,Vermillion County,All ages,County,Vermillion County,Vermillion County,3.68,0.5269709543568465
POINT (-157.8577494029 21.304850435),Hawaii,Hawaii,18-39 years,State,Hawaii,Hawaii,0.67,0.5234375
POINT (-82.021507 35.667958),McDowell County,McDowell County,All ages,County,McDowell County,McDowell County,3.67,0.5228215767634854
POINT (-81.123944 29.073725),Volusia County,Volusia County,All ages,County,Volusia County,Volusia County,3.67,0.5228215767634854
POINT (-85.259478 29.988579),Gulf County,Gulf County,All ages,County,Gulf County,Gulf County,3.67,0.5228215767634854
POINT (-93.885464 35.446102),Franklin County,Franklin County,All ages,County,Franklin County,Franklin County,3.67,0.5228215767634854
POINT (-98.174198 39.454968),Mitchell County,Mitchell County,All ages,County,Mitchell County,Mitchell County,3.67,0.5228215767634854
POINT (-96.520288 31.592033),Limestone County,Limestone County,All ages,County,Limestone County,Limestone County,3.67,0.5228215767634854
POINT (-88.088315 38.725943),Richland County,Richland County,All ages,County,Richland County,Richland County,3.66,0.5186721991701244
POINT (-96.175663 29.276822),Wharton County,Wharton County,All ages,County,Wharton County,Wharton County,3.66,0.5186721991701244
POINT (-85.487471 35.939892),White County,White County,All ages,County,White County,White County,3.66,0.5186721991701244
POINT (-121.193198 44.601999),Jefferson County,Jefferson County,All ages,County,Jefferson County,Jefferson County,3.66,0.5186721991701244
POINT (-111.5871306349 39.360700171),Utah,Utah,40-64 years,State,Utah,Utah,1.35,0.5172413793103449
POINT (-83.541626 34.56516),Habersham County,Habersham County,All ages,County,Habersham County,Habersham County,3.65,0.5145228215767633
POINT (-88.650362 36.741213),Graves County,Graves County,All ages,County,Graves County,Graves County,3.65,0.5145228215767633
POINT (-88.552652 34.631502),Prentiss County,Prentiss County,All ages,County,Prentiss County,Prentiss County,3.65,0.5145228215767633
POINT (-123.386761 43.237447),Douglas County,Douglas County,All ages,County,Douglas County,Douglas County,3.65,0.5145228215767633
POINT (-81.96997 31.216648),Brantley County,Brantley County,All ages,County,Brantley County,Brantley County,3.65,0.5145228215767633
POINT (-80.758633 39.62681),Wetzel County,Wetzel County,All ages,County,Wetzel County,Wetzel County,3.65,0.5145228215767633
POINT (-66.7 18.27),Utuado Municipality,Utuado Municipality,All ages,County,Utuado Municipality,Utuado Municipality,3.65,0.5145228215767633
POINT (-88.238563 37.770001),Gallatin County,Gallatin County,All ages,County,Gallatin County,Gallatin County,3.65,0.5145228215767633
POINT (-119.001015 44.450864),Grant County,Grant County,All ages,County,Grant County,Grant County,3.65,0.5145228215767633
POINT (-112.829004 42.775001),Power County,Power County,All ages,County,Power County,Power County,3.65,0.5145228215767633
POINT (-84.930634 32.492289),Muscogee County,Muscogee County,All ages,County,Muscogee County,Muscogee County,3.65,0.5145228215767633
POINT (-114.862381 39.273238),White Pine County,White Pine County,All ages,County,White Pine County,White Pine County,3.64,0.5103734439834025
POINT (-87.45768 38.698623),Knox County,Knox County,All ages,County,Knox County,Knox County,3.64,0.5103734439834025
POINT (-115.437677 48.545504),Lincoln County,Lincoln County,All ages,County,Lincoln County,Lincoln County,3.64,0.5103734439834025
POINT (-83.485957 33.600243),Morgan County,Morgan County,All ages,County,Morgan County,Morgan County,3.64,0.5103734439834025
POINT (-84.859341 35.166015),Bradley County,Bradley County,All ages,County,Bradley County,Bradley County,3.64,0.5103734439834025
POINT (-82.367022 32.183936),Toombs County,Toombs County,All ages,County,Toombs County,Toombs County,3.64,0.5103734439834025
POINT (-94.299328 33.079821),Cass County,Cass County,All ages,County,Cass County,Cass County,3.64,0.5103734439834025
POINT (-84.955218 35.556242),Rhea County,Rhea County,All ages,County,Rhea County,Rhea County,3.64,0.5103734439834025
POINT (-86.687406 32.877547),Chilton County,Chilton County,All ages,County,Chilton County,Chilton County,3.64,0.5103734439834025
POINT (-102.815812 34.538847),Parmer County,Parmer County,All ages,County,Parmer County,Parmer County,3.63,0.5062240663900414
POINT (-81.442555 27.460415),Highlands County,Highlands County,All ages,County,Highlands County,Highlands County,3.63,0.5062240663900414
POINT (-85.427266 33.257607),Randolph County,Randolph County,All ages,County,Randolph County,Randolph County,3.63,0.5062240663900414
POINT (-85.179438 44.305822),Missaukee County,Missaukee County,All ages,County,Missaukee County,Missaukee County,3.63,0.5062240663900414
POINT (-82.185477 30.288432),Baker County,Baker County,All ages,County,Baker County,Baker County,3.63,0.5062240663900414
POINT (-87.564405 37.818482),Henderson County,Henderson County,All ages,County,Henderson County,Henderson County,3.63,0.5062240663900414
POINT (-87.271946 40.152089),Fountain County,Fountain County,All ages,County,Fountain County,Fountain County,3.62,0.5020746887966805
POINT (-97.399384 27.947285),San Patricio County,San Patricio County,All ages,County,San Patricio County,San Patricio County,3.62,0.5020746887966805
POINT (-83.861186 31.535712),Worth County,Worth County,All ages,County,Worth County,Worth County,3.62,0.5020746887966805
POINT (-97.686629 29.852388),Caldwell County,Caldwell County,All ages,County,Caldwell County,Caldwell County,3.62,0.5020746887966805
POINT (-97.62535 40.179229),Thayer County,Thayer County,All ages,County,Thayer County,Thayer County,3.62,0.5020746887966805
POINT (-79.337502 38.672518),Pendleton County,Pendleton County,All ages,County,Pendleton County,Pendleton County,3.62,0.5020746887966805
POINT (-66.84 18.48),Camuy Municipality,Camuy Municipality,All ages,County,Camuy Municipality,Camuy Municipality,3.62,0.5020746887966805
POINT (-87.626084 32.775804),Hale County,Hale County,All ages,County,Hale County,Hale County,3.62,0.5020746887966805
POINT (-98.033032 46.92752),Barnes County,Barnes County,All ages,County,Barnes County,Barnes County,3.62,0.5020746887966805
POINT (-95.131415 30.547998),San Jacinto County,San Jacinto County,All ages,County,San Jacinto County,San Jacinto County,3.62,0.5020746887966805
POINT (-93.776734 32.10498),De Soto Parish,De Soto Parish,All ages,County,De Soto Parish,De Soto Parish,3.61,0.49792531120331934
POINT (-77.923901 35.947411),Nash County,Nash County,All ages,County,Nash County,Nash County,3.61,0.49792531120331934
POINT (-101.385674 33.198856),Garza County,Garza County,All ages,County,Garza County,Garza County,3.61,0.49792531120331934
POINT (-98.262851 38.721016),Ellsworth County,Ellsworth County,All ages,County,Ellsworth County,Ellsworth County,3.61,0.49792531120331934
POINT (-98.730816 42.891084),Boyd County,Boyd County,All ages,County,Boyd County,Boyd County,3.61,0.49792531120331934
POINT (-89.438738 31.264156),Lamar County,Lamar County,All ages,County,Lamar County,Lamar County,3.61,0.49792531120331934
POINT (-84.575557 37.649333),Garrard County,Garrard County,All ages,County,Garrard County,Garrard County,3.6,0.4937759336099585
POINT (-84.924168 37.303319),Casey County,Casey County,All ages,County,Casey County,Casey County,3.6,0.4937759336099585
POINT (-104.928453 42.10231),Platte County,Platte County,All ages,County,Platte County,Platte County,3.6,0.4937759336099585
POINT (-86.799822 39.315596),Owen County,Owen County,All ages,County,Owen County,Owen County,3.6,0.4937759336099585
POINT (-82.939915 35.517983),Haywood County,Haywood County,All ages,County,Haywood County,Haywood County,3.6,0.4937759336099585
POINT (-112.14458 48.210126),Pondera County,Pondera County,All ages,County,Pondera County,Pondera County,3.59,0.4896265560165974
POINT (-89.898924 40.286475),Mason County,Mason County,All ages,County,Mason County,Mason County,3.59,0.4896265560165974
POINT (-89.577839 37.014498),Scott County,Scott County,All ages,County,Scott County,Scott County,3.59,0.4896265560165974
POINT (-100.210914 46.265684),Emmons County,Emmons County,All ages,County,Emmons County,Emmons County,3.59,0.4896265560165974
POINT (-82.666319 29.379995),Levy County,Levy County,All ages,County,Levy County,Levy County,3.59,0.4896265560165974
POINT (-98.168776 33.198497),Jack County,Jack County,All ages,County,Jack County,Jack County,3.59,0.4896265560165974
POINT (-86.086677 38.572886),Washington County,Washington County,All ages,County,Washington County,Washington County,3.59,0.4896265560165974
